ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GOBP_RESPONSE_TO_ISOQUINOLINE_ALKALOID	GOBP_RESPONSE_TO_ISOQUINOLINE_ALKALOID	28	0.7040130572090408	2.000736257216068	3.2367026267948973e-4	0.002094336993808463	0.0015342883452780767	1110	tags=32%, list=5%, signal=31%	Drd3/Ppp1r1b/Drd2/Penk/Oprk1/Fosb/Tacr1/Oprm1/Rgs4
GOBP_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING	GOBP_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING	26	-0.8003085001813035	-1.7426726697953012	3.380031430649401e-4	0.0021823246410932005	0.0015987471320714677	1957	tags=38%, list=9%, signal=35%	Stat6/Tnfsf13/Tgfb1/Clcf1/Il2/Cd40/Ptprc/Cd28/Tbx21/Tnfsf4
GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	109	-0.6220994104699372	-1.6145440799629043	3.392645611933767e-4	0.002185717454976852	0.0016012326703658173	3871	tags=35%, list=17%, signal=29%	Gpr4/Epha2/Pf4/Adamts1/Angptl7/Adamts9/Hrg/Tek/Wnt4/Angpt4/Stab1/Angpt2/Pde3b/Serpinf1/Ecscr/Cnmd/Pml/Dcn/Foxc1/Hhex/Cd160/Serpine1/Klk1b27/Thbs1/Thbs2/Nppb/E2f2/Emilin1/H2-M3/Klk1/H2-Q10/Fasl/Stat1/Klk1b9/Ccr2/H2-Q7/Tnf/Cxcl10
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	217	-0.5623944489121734	-1.5281671610051006	3.439586908799868e-4	0.002211163012799915	0.0016198738073568758	3627	tags=32%, list=16%, signal=27%	Daxx/Deptor/Fgg/Ifi27/Mcl1/Tcf7l2/Brca1/Gper1/Timp3/Cib1/Stk3/Bid/P2rx7/Csf2/Snai2/Nrp1/Eya1/Itga6/Fadd/Tgfbr1/Hmgb2/Eya2/Pmaip1/Atf3/Cav1/Dbh/Hgf/Bak1/Cd70/Gata1/Cflar/Pml/Bcl2l11/Tnfaip3/Bmp4/Zswim2/Il6ra/Eya4/Tnfrsf1a/Ripk1/Tgfb1/Serpine1/Tlr3/Thbs1/Il2/Itprip/Fas/Tmc8/Bmp5/Il7/Icam1/Traf1/Casp8/Spi1/Tnfrsf1b/Cd27/Il1a/Tnfsf10/Pycard/Hmox1/Sp100/Fasl/Il1b/Ptprc/Bcl2a1a/Lgals3/Bcl2l14/Tnf/Ifng
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	301	-0.5308202551968247	-1.4466222348444102	3.468203534711763e-4	0.002224743952072124	0.0016298230547343898	4258	tags=41%, list=19%, signal=34%	Dmp1/Col5a2/Nid2/Mfap4/Hrnr/Col22a1/Ccdc80/Col19a1/Rb1/Thsd4/Col9a1/Antxr1/Col4a1/Furin/Prdm5/Adamts1/Angptl7/Loxl1/Ramp2/Adamts9/Adam10/Notch1/Vwa1/Sox9/Myo1e/Adamts15/Itga8/Adamts14/Col8a1/Fkbp10/Col13a1/Foxf1/Hpse2/Adamts8/Smoc2/Loxl4/Ntng2/Eng/Olfml2a/Col23a1/Serpinh1/Ctsl/Loxl3/Col18a1/Smoc1/Mmp12/Comp/Ntng1/Sh3pxd2b/Tpsb2/Efemp2/Ecm2/Adam8/Atp7a/Ctsk/Crtap/Spint1/Pbxip1/Itgb1/Eln/Phldb2/Fbln1/Tgfbr1/Col6a6/Mmp2/Fbln5/Npnt/Cav2/Myh11/Aebp1/Col4a5/Cav1/Slc39a8/Cflar/Foxc1/Tnfrsf1a/Ddr2/Nid1/Crispld2/Adamts12/Tgfb1/Il6/Col4a6/Fmod/Mmp14/Pdpn/Lum/Mmp19/Loxl2/Dpp4/Emilin1/Col1a2/Elf3/Nfkb2/Col1a1/Rxfp1/B4galt1/Serpinf2/Cyp1b1/Ctsg/Adamtsl3/Fermt1/Cma1/Tnfrsf11b/Gfap/Col3a1/Mmp8/Has2/Mmp13/Ctss/Mmp25/Runx1/Tnfrsf1b/Capg/Lox/Lcp1/Mmp27/Foxc2/Ptx3/Bcl3/Tgfbi/Mmp3/Tgm1/Tnf
GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	168	0.3931869878512576	1.5383286165396703	3.495254719576656e-4	0.0022372643355910923	0.0016389953505818846	3715	tags=28%, list=16%, signal=24%	Scn4b/Drd3/Scn10a/Scn5a/Fxyd2/Asic4/Slc4a5/Atp12a/Tesc/Slc4a11/Scn11a/Slc34a3/Pkd2l1/Pcsk9/Slc9a5/Asic1/Slc6a16/Slc6a18/Asic3/Slc17a4/Slc34a1/Slc4a9/Cacna1i/Slmap/Wnk4/Cacna1h/Slc6a3/Hecw2/Scn9a/Hcn3/Slc8a3/Slc24a4/Drd4/Atp4a/Slc12a3/Slc28a3/Hcn2/Slc6a4/Neto1/Scn2b/Fgf14/Nedd4l/Stk39/Fgf11/Neto2/Kcnq1/Slc8a2
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY	GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY	52	0.5922758190468548	1.8777034005374853	3.5255196121588e-4	0.002251783494217556	0.0016496319271833027	8318	tags=79%, list=37%, signal=50%	Ndufaf6/Ndufaf2/Ndufa5/Ndufa1/Ndufs7/Ndufa11/Ndufs5/Ndufc1/Ndufb4/Ndufaf1/Ndufb8/Ndufs8/Ndufaf8/Ndufaf3/Ndufs1/Ndufb10/Ndufb5/Ndufs2/Ndufs4/Ndufa3/Ndufa8/Ndufaf4/Ndufc2/Ndufb7/Ndufa13/Ndufb2/Ndufa6/Ndufb3/Ndufs3/Ndufb6/Ndufa10/Ndufab1/Ndufaf5/Tmem126b/Ndufb11/Dmac1/Oxa1l/Ndufb9/Tmem186/Ndufaf7/Bcs1l
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	33	-0.7754063972639992	-1.7644465362188668	3.5376137360686985e-4	0.002252718860822377	0.0016503171665142131	1400	tags=42%, list=6%, signal=40%	Cd80/Anxa1/Plcg2/Cd86/Runx1/Sash3/Il1a/Irf4/Il1b/Card11/Ptprc/Cd28/Ccr2/Cd3e
GOBP_REGULATION_OF_NEURON_DIFFERENTIATION	GOBP_REGULATION_OF_NEURON_DIFFERENTIATION	185	0.39760124623485615	1.6007272194781046	3.542153899003535e-4	0.002252718860822377	0.0016503171665142131	2065	tags=19%, list=9%, signal=18%	Six3/Isl1/Fgf20/Fezf1/Adra2b/Pcp4/Fez1/Mag/Lrrk2/Meis1/Dlx2/Rap1gap/Esrp1/Tlx3/Sox8/S1pr5/Cntn2/Hes3/Sh3gl3/Adra2c/Duoxa1/Gdf7/Bcl11b/Bmp2/Lbx1/Alk/Sfrp2/Id4/Lin28a/Foxa1/Dlx1/Gdpd5/Tbx6/Rnf112/Dll1/Isl2
GOBP_RESPONSE_TO_FUNGUS	GOBP_RESPONSE_TO_FUNGUS	44	-0.736083741903808	-1.7488482287335343	3.579282240034875e-4	0.0022682265425844625	0.0016616779243388568	2626	tags=52%, list=12%, signal=46%	Malt1/S100a9/S100a8/Il17ra/Cx3cr1/Spon2/Bak1/Myd88/Syk/Plcg2/Ctsg/Clec4n/Tlr4/Btk/Spi1/Clec4b1/Clec4a3/Ptx3/Clec4d/Arg1/Scimp/Clec4e/Zbp1
GOBP_AMYLOID_BETA_CLEARANCE	GOBP_AMYLOID_BETA_CLEARANCE	37	-0.7457786547583773	-1.733166238097469	3.5892885791233953e-4	0.0022682265425844625	0.0016616779243388568	2152	tags=32%, list=10%, signal=29%	Ide/Trem2/Ifngr1/Itgam/Marco/Cd36/C5ar1/Itgb2/Msr1/Tnf/Ifng/C3
GOBP_NEUROTRANSMITTER_SECRETION	GOBP_NEUROTRANSMITTER_SECRETION	145	0.4133399286049342	1.5621996538962006	3.589449410823897e-4	0.0022682265425844625	0.0016616779243388568	5064	tags=36%, list=22%, signal=28%	Adora2a/Drd2/Drd1/Otof/Baiap3/Nr4a1/Slc32a1/Htr1b/Grm4/Lrrk2/Prrt2/Syt12/Asic1/Doc2b/P2ry1/Hrh3/Mctp1/Syt2/Unc13c/Syt7/Wnt7a/Lin7b/Hcrt/Chrnb4/Scrib/Unc13a/Cplx4/Sncaip/Sv2a/Htr2a/Doc2a/Chrna6/Ppfia3/Dvl1/Napa/Syt5/Bace1/Stx3/Calm3/Sncg/Dtnbp1/Syn3/Prkcb/Cplx1/Rab3a/Cdk5/Chrnb3/Septin5/Cacnb2/Rph3a/Lin7a/Syt9
GOBP_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY	GOBP_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY	25	-0.8027090188843272	-1.7391747321140434	3.7756765716049506e-4	0.0023808406406935676	0.0017441777793066116	1048	tags=32%, list=5%, signal=31%	Syk/Plcg2/Lyn/Lilra6/Btk/Fcer1g/Vav1/Pira2
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	25	-0.8020323116728587	-1.737708556880506	3.8984601391017234e-4	0.002453056485833076	0.0017970823165752148	3389	tags=56%, list=15%, signal=48%	F2rl1/Tirap/Lbp/Trem2/Tnfaip3/Nr1h3/Rab7b/Ticam2/Lyn/Lilra6/Ifi35/Ptpn22/Pira2/Acod1
GOBP_SPINAL_CORD_DEVELOPMENT	GOBP_SPINAL_CORD_DEVELOPMENT	94	0.46953380238599446	1.655139461746856	4.0510401283190106e-4	0.0025436763596421693	0.0018634694436932002	2912	tags=23%, list=13%, signal=20%	Isl1/Gbx1/Gdnf/Pbx3/Gsx2/Uncx/Draxin/Olig3/Gdf7/Lbx1/Vstm5/Mdga1/Wnt1/Dll1/Sox1/Isl2/Tbx20/Ercc2/Shh/Ift172/Actl6b/Tctn1
GOBP_TISSUE_REMODELING	GOBP_TISSUE_REMODELING	159	-0.5851030854158445	-1.565737130796482	4.127505316651314e-4	0.0025862216857498736	0.0018946376836593976	2916	tags=36%, list=13%, signal=32%	Hif1a/Lrp5/Rspo3/P2rx7/Rbpj/Spp2/Wnt16/Bglap2/Lipa/Lepr/Notch2/Pth1r/Adam8/Ednra/Atp7a/Ctsk/Calca/Igfbp5/Mmp2/Cela1/Cav1/Tnfrsf11a/F2r/Dbh/Bak1/Il15/Tmem119/Tcirg1/Tnfaip3/Axl/Lif/Foxc1/Ddr2/Csf1r/Tgfb1/Il6/Il2/Mmp14/Cd38/Bglap3/Elf3/Inpp5d/Syk/Spp1/Il7/Lrrk1/Tnfrsf11b/Runx1/Il1a/Foxc2/Tnfsf11/Acp5/Timp1/Gpnmb/Il21/Arg1/Ccr2/Il12b
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT	88	-0.6489330663969995	-1.6647393232408931	4.263777285927947e-4	0.0026659828503591584	0.0019530698393380758	4094	tags=35%, list=18%, signal=29%	Napepld/Sftpd/Lef1/Pf4/Hdac1/Hrg/Ifi27/Hmga2/F2rl1/Crp/Card9/Scnn1b/Rest/Cav2/Cx3cr1/Camp/Csf1r/Stom/Zc3h12a/Myd88/Fn1/Ctsg/Ptx3/Trem1/Reg3g/Apol9a/Ccl3/Arg1/Ccl12/Ccl4/Ccl5
GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	48	-0.7251828942355729	-1.7461533421539783	4.4257282720495673e-4	0.0027614312957956336	0.0020229943251495923	2675	tags=56%, list=12%, signal=50%	Swap70/Efna1/Cib1/Muc1/Ada/Piezo1/Snai2/Pde3b/Podxl/Lif/Serpine1/Dpp4/Skap1/Nckap1l/Syk/Pik3cg/Plau/Lyn/Cyp1b1/Fermt1/Fermt3/Ptpn6/Lpxn/Foxc2/Cxcl13/Cd3e/Ccl5
GOBP_REGULATION_OF_HEART_RATE	GOBP_REGULATION_OF_HEART_RATE	99	0.47429474349320483	1.6890944706026219	4.450394125257321e-4	0.0027710001157262563	0.002030004337836673	1932	tags=21%, list=9%, signal=19%	Isl1/Scn4b/Drd2/Mc3r/Scn10a/Kcna5/Scn5a/Oxt/Kcne2/Casq2/Akap9/Spx/Kcnh2/Jup/Rgs4/Kcnj2/Myh6/Avpr1a/Myh7/Sema3a/Ctnna3
GOBP_RIG_I_SIGNALING_PATHWAY	GOBP_RIG_I_SIGNALING_PATHWAY	26	-0.7957405888390352	-1.7327260376498028	4.537131997188611e-4	0.0028190966593410406	0.002065239338953724	2434	tags=35%, list=11%, signal=31%	Rnf125/Rnf135/Trim25/Rigi/Birc3/Dhx58/Ddx60/Oas3/Oasl1
GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	35	-0.7606610469855359	-1.7581854851999763	4.696473925873857e-4	0.002912009928986504	0.002133306582745031	2151	tags=34%, list=10%, signal=31%	Trem2/Tnfaip3/Cd300a/Rab7b/Lyn/Lilra6/Tlr6/Tlr9/Irf4/Cd300lf/Pira2/Acod1
GOBP_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	GOBP_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	35	0.6514800239936441	1.9079886998090902	4.7591605237440234e-4	0.0029447305740666146	0.0021572773689866004	1511	tags=26%, list=7%, signal=24%	Scn4b/Kcna5/Scn5a/Kcne2/Kcnip2/Akap9/Kcnh2/Rnf207/Kcnj2
GOBP_PROTEIN_PROCESSING	GOBP_PROTEIN_PROCESSING	235	-0.5542292762190962	-1.5080845153552351	4.7789240794186735e-4	0.002950811749661842	0.0021617323716289307	3900	tags=32%, list=17%, signal=27%	Bcl2l12/Plgrkt/Cln5/Astl/Furin/Casp6/Grin2a/Mboat4/Rhbdd1/Adam10/Fgg/Cpxm1/Pcsk5/Gas1/Adam19/Klk6/P2rx7/Pla2g7/Ctsl/Clec3b/S100a10/Corin/Comp/Myh9/Ripk2/Il1r2/Cpxm2/Vsir/Adam8/Bche/Casp3/Apaf1/Fadd/Adam17/Tnp2/F9/Aebp1/Cast/Nlrc4/Bak1/Dhh/Cpz/Serpine1/Klk1b27/Thbs1/Lgmn/Mmp14/Dpp4/Casp7/Ctsz/Cpa3/Plau/Serpinf2/Anxa2/F7/Ctsg/C1rb/Fam111a/Casp8/Cma1/Srgn/Ctsh/C1rl/Klk1/Hp/Ctss/Runx1/Pycard/Casp1/Cd5l/Casp4/Klk1b9/Ctse/Cst7/Ifi205
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	26	-0.7938654335205548	-1.7286428848101207	4.841633072443068e-4	0.002983329922231517	0.002185554828726757	3605	tags=65%, list=16%, signal=55%	Cr1l/Homer2/Il20rb/Nr1h4/Cd34/Zfp36/Tnfaip3/Lag3/Foxp3/Laptm5/Vsig4/Havcr2/Gata3/Ptprc/Tbx21/Lilrb4b/Xcl1
GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	28	-0.7815098085979213	-1.733280847811823	4.887306555607594e-4	0.0030052381925785828	0.0022016045876519334	1901	tags=57%, list=8%, signal=52%	F2rl1/Tirap/Lbp/Cav1/Nr1h3/Tlr3/Ticam2/Treml4/Ifi35/Cyba/Tasl/Ptpn22/Tlr1/Tlr9/Rsad2/Tlr2
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	52	-0.710057723009605	-1.7326047101870001	4.946505717334303e-4	0.00302909731556348	0.002219083519854586	2464	tags=42%, list=11%, signal=38%	Notch2/Fadd/Pou4f1/Trem2/Csf1/Lif/Ripk1/Tgfb1/Tyrobp/Fes/Casp8/Hcls1/Runx1/Il23r/Tnfsf11/Evi2b/Ccr1/H2-Eb1/Cd74/Tnf/Il12b/Ifng
GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE	GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE	37	-0.7405728583399667	-1.7210681302510848	4.94584589987834e-4	0.00302909731556348	0.002219083519854586	3572	tags=62%, list=16%, signal=52%	Arid5a/Rora/Notch1/Card9/Loxl3/Malt1/Stat3/Il17ra/Il6ra/Il6/Il2/Zc3h12a/Foxp3/Clec4n/Il23r/Il27ra/Il12rb1/Irf4/Batf/Tbx21/Slamf6/Ly9/Il12b
GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	63	-0.6883596743601443	-1.7147228032713744	4.966126850166817e-4	0.003034855297324166	0.0022233017542332275	2743	tags=37%, list=12%, signal=32%	Bglap2/Fbn1/Cebpb/Notch2/Pou4f1/Trem2/Csf1/Tlr3/Mafb/Bglap3/Lrrc17/Tyrobp/Inpp5d/Tlr4/Il23r/Tnfsf11/Ccl3/Pirb/Ccr1/Lilrb4b/Tnf/Il12b/Ifng
GOBP_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	GOBP_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	37	0.6473417044544795	1.9464447287528197	5.240602567492128e-4	0.0031894650871827092	0.002336567193055701	1932	tags=27%, list=9%, signal=25%	Isl1/Scn4b/Kcna5/Scn5a/Kcne2/Akap9/Kcnh2/Jup/Kcnj2/Ctnna3
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	48	-0.7221816331220929	-1.7389266657311926	5.240270063127178e-4	0.0031894650871827092	0.002336567193055701	3291	tags=52%, list=15%, signal=45%	Efna1/Hif1a/Ghsr/Itpkb/Gpam/Ada/Mertk/Fadd/Bmp4/Axl/Aurkb/Il2/Dock8/Jak3/Ccr5/Ccl19/Hcls1/Cd27/Il7r/Hsh2d/Ccr7/Pirb/Irf7/Cd74/Ccl5
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	25	0.7168388099668574	2.001994495615276	5.476703871950058e-4	0.0033263416154788693	0.002436841438665541	965	tags=28%, list=4%, signal=27%	Scn4b/Kcna5/Scn5a/Kcne2/Akap9/Kcnh2/Rnf207
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	65	-0.6814772062981505	-1.701778861896085	5.526125423964729e-4	0.0033495086753418868	0.0024538133730043167	3232	tags=40%, list=14%, signal=34%	Tbxa2r/Ano6/Smoc2/Scarf1/Mylk/Atp7a/Itgb1/Cldn4/F2r/Cldn1/Nfe2l2/Serpine1/Thbd/Insl3/Thbs1/Cntf/Grn/Serpinf2/Anxa1/Cxcr4/F7/Fermt1/Cd36/Foxc2/Reg3g/Hpse
GOBP_INTEGRIN_ACTIVATION	GOBP_INTEGRIN_ACTIVATION	26	-0.789957704185222	-1.7201337997359285	5.633336951783925e-4	0.0034075378303051436	0.0024963248964170594	2635	tags=58%, list=12%, signal=51%	Piezo1/Rap1b/Kif14/Fblim1/Tln1/Selp/Cdh17/Fn1/Skap1/Plek/Ptger4/Mzb1/Fermt1/Fermt3/Cxcl13
GOBP_EATING_BEHAVIOR	GOBP_EATING_BEHAVIOR	37	0.6453008459932957	1.9403082197552275	5.6459490662185e-4	0.0034082253509489725	0.0024968285665112624	2646	tags=43%, list=12%, signal=38%	Adora2a/Oprk1/Tacr1/Th/Oxt/Nmur2/Bsx/Oprm1/Npy/P2ry1/Trh/Cntn2/Uchl1/Hcrt/Slc24a4/Oprd1
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION	GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION	26	-0.7882079826915512	-1.7163237791924972	6.120539915830782e-4	0.0036872218154193554	0.0027012183209185925	2768	tags=69%, list=12%, signal=61%	Lbp/Cebpa/Il13/Trem2/Tafa3/Wnt5a/Stap1/Il1rl1/Pla2g4a/Thbs1/Havcr2/Tlr6/Tlr4/Mmp8/Il4ra/Ctsc/Ccl3/Il10
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS	52	0.5788139863017344	1.8350250937248622	6.479587660851708e-4	0.003895622541038375	0.0028538904101812236	3714	tags=37%, list=16%, signal=31%	Drd3/Avp/Npas4/Th/Oxt/Gad1/Cntnap2/Avpr1a/Grid1/Dlg4/Drd4/Cic/Nrxn3/Slc6a4/Shank3/Kcnq1/Ptchd1/Atxn1l/Dvl1
GOBP_MATURE_B_CELL_DIFFERENTIATION	GOBP_MATURE_B_CELL_DIFFERENTIATION	34	-0.7548489978091039	-1.7296657355844542	6.687438629861714e-4	0.004012463177917028	0.0029394865811640963	2640	tags=62%, list=12%, signal=55%	Ada/Malt1/6030468B19Rik/Notch2/Mfng/Gpr183/Il6/Il2/Cdh17/Lgals1/Plcg2/Cmtm7/Spi1/Cd19/Irf8/Bcl3/Pou2af1/Fcgr2b/Il21/Slamf8/Il10
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	26	-0.785574977989798	-1.7105904084584012	7.038247330057113e-4	0.004214434389167263	0.0030874484786137632	1908	tags=62%, list=8%, signal=56%	Adam8/Ptger3/Tnfrsf11a/Il6/Ffar2/Alox5ap/Osmr/Pik3cg/Btk/Osm/Tnfsf11/Il1b/H2-T23/Ccr7/Tnf/C3
GOBP_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	GOBP_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	31	0.6711835784661287	1.930351822215356	7.098795846328012e-4	0.004242137558067243	0.003107743516755269	965	tags=19%, list=4%, signal=19%	Scn4b/Scn10a/Kcna5/Scn5a/Casq2/Rnf207
GOBP_ANIMAL_ORGAN_REGENERATION	GOBP_ANIMAL_ORGAN_REGENERATION	64	-0.6753494078017624	-1.6822407586090582	7.772211594579192e-4	0.0046352346256827714	0.0033957221234401165	3967	tags=53%, list=18%, signal=44%	Pgf/Ccnd1/Ugt1a1/Hamp/Tgfbr3/Notch1/Pfkfb1/Nr0b2/Nnmt/Myc/Adm/Cpt1a/Pnpt1/Aurka/Angpt2/Cebpb/Tyms/Ccna2/Hgf/Bak1/Gata1/Axl/Anxa3/Cldn1/Il6/Serpina10/Tgfbr2/Ucp2/Cdk1/F7/Lcp1/Hmox1/Tnf/Il10
GOBP_MYELOID_CELL_APOPTOTIC_PROCESS	GOBP_MYELOID_CELL_APOPTOTIC_PROCESS	32	-0.7400872462045235	-1.6762017992775824	8.055362550953699e-4	0.004790581976087886	0.003509527891041524	3125	tags=44%, list=14%, signal=38%	Ghsr/Itpkb/Ctsl/Adam17/Pik3cd/Plekho2/Slc7a11/Il6/Cdkn2a/Anxa1/Clec5a/Ccr5/Irf7/Hcar2
GOBP_PLATELET_AGGREGATION	GOBP_PLATELET_AGGREGATION	70	-0.6548776618188763	-1.640070926908557	8.064952821696778e-4	0.004790581976087886	0.003509527891041524	3724	tags=41%, list=16%, signal=35%	Itgb3/Ubash3b/Fgg/Ceacam1/Cd9/Mmrn1/Prkcd/Comp/Myh9/Myl12a/Pear1/Gata1/Tln1/Hbb-bt/Slc7a11/F11r/Il6/Pdpn/Fn1/Syk/Plek/Pik3cg/Clic1/Lyn/Ctsg/Fermt3/Ptpn6/Tspan32/Blk
GOBP_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT	GOBP_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT	48	0.5915638102108446	1.841159818119416	8.195595445392651e-4	0.0048487885404016285	0.0035521693826015125	4585	tags=52%, list=20%, signal=42%	Tex101/Tacr1/Fez1/Cfap206/Dnah11/Ccdc40/Gas2l2/Odad2/Ttll6/Dnaaf1/Hap1/Cfap69/Bbs2/Trim46/Tac4/Drc1/Caly/Cfap43/Cfap20/Prdm14/Cfap298/Ccdc39/Nefh/Cnih2/Defb1
GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	99	0.4628175857366473	1.6482211445310393	8.18350035387859e-4	0.0048487885404016285	0.0035521693826015125	4005	tags=38%, list=18%, signal=32%	Adora2a/Drd2/Npas4/Chrna10/Glra1/Lrrk2/Oprm1/Baiap2/Sez6/Chrna2/Dmpk/Rgs4/Chrnd/Prkcz/Abat/Wnt7a/Dlg4/Hcrt/Chrnb4/Insyn2a/Grin1/Grik2/Glra2/Slc8a3/Drd4/Ppp3ca/Grin2c/Chrna9/Neto1/Shank3/Grid2/Chrne/Chrna6/Dvl1/Slc8a2/Ptk2b/Ghrl/Insyn1
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION	GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION	32	0.6430058808083121	1.873921339797089	8.443538955642987e-4	0.004985548846572499	0.0036523584851551856	1511	tags=28%, list=7%, signal=26%	Scn4b/Kcna5/Scn5a/Kcne2/Casq2/Akap9/Kcnh2/Rnf207/Kcnj2
GOBP_SPERM_MOTILITY	GOBP_SPERM_MOTILITY	104	0.4391697734083868	1.579864097025961	8.661440377854194e-4	0.005104063079806936	0.003739180714499712	4585	tags=39%, list=20%, signal=32%	Tex101/Tacr1/Septin4/Cfap206/Dnah11/Ccdc40/Ttc21a/Spem1/Drc7/Eno4/Tekt3/Ttll9/Cacna1i/Cfap69/Bbs2/Tac4/Cfap65/Spag6l/Tekt2/Spag16/Cfap47/Cep131/Cfap44/Celf3/Cfap43/Adcy3/Hoatz/Nme8/Dnai1/Dnah1/Catsperd/Prdm14/Ttll3/Tpgs1/Cfap97d1/Ccdc39/Nphp4/Enkur/Armc2/Slirp/Defb1
GOBP_POSITIVE_REGULATION_OF_NEUTROPHIL_MIGRATION	GOBP_POSITIVE_REGULATION_OF_NEUTROPHIL_MIGRATION	29	-0.7709759214821845	-1.7168316722200503	9.001125368899943e-4	0.005293731157551055	0.00387812947108206	1603	tags=48%, list=7%, signal=45%	Lbp/Adam8/Il1r1/Fut7/Fut4/Nckap1l/Ccl19/Il1a/C5ar1/C3ar1/Rac2/Ccr7/Xcl1/Cd74
