Symbol	SRR2182228	SRR2182229	SRR2182230	SRR2182231	SRR2182232	SRR2182233	SRR2182234	SRR2182235	SRR2182285	SRR2182286	SRR2182287	SRR2182288	SRR2182289	SRR2182290	SRR2182291	SRR2182292	SRR2182293	SRR2182294	SRR2182295	SRR2182296	SRR2182297	SRR2182298	SRR2182299	SRR2182300	SRR2182301	SRR2182302	SRR2182303	SRR2182304	SRR2182305	SRR2182306	SRR2182307	SRR2182308	SRR2182309	SRR2182310	SRR2182311	SRR2182312	SRR2182313	SRR2182314	SRR2182315	SRR2182316	SRR2182317	SRR2182318	SRR2182319	SRR2182320	SRR2182321	SRR2182322	SRR2182323	SRR2182324	SRR2182325	SRR2182326	SRR2182327	SRR2182328	SRR2182329	SRR2182330	SRR2182331
Grin1	20684	20309	15478	19314	16359	21507	22197	15825	33979	16845	26060	23957	11195	48406	18368	22787	17726	12786	35631	18131	27984	51098	15513	26613	34193	16575	19511	50426	24836	51754	16299	33510	16226	12519	28084	29627	11473	13246	20290	40466	16764	40319	18767	33361	18917	77919	12557	88845	18409	9449	18940	24345	14186	73791	11092
Synj1	30285	29149	24934	28059	26587	27683	36260	32818	21065	6816	17697	15295	8942	37917	14863	17291	14378	5817	31750	10140	17525	32501	11673	16975	20149	10281	15852	28229	14293	33367	11569	25148	13613	10287	27201	21100	11889	10741	19398	30756	17850	35655	16685	44202	22518	100040	16771	18802	22551	11647	24467	31870	19459	93000	14580
Gdi1	34227	26799	23899	27180	27428	31326	35323	26744	31512	13721	25498	22427	12015	56494	20188	24509	18570	16480	45798	17787	29117	59817	18861	26482	34802	17989	25976	47367	25789	53953	17854	41296	19084	15105	40480	27888	15100	15655	30874	49626	22211	46171	26371	39977	23016	92632	16292	42145	20128	12745	26058	31739	16257	90036	14571
Cplx1	21741	24208	20556	21071	17064	25390	31001	27344	39925	19409	24612	25131	14242	57715	17129	25543	22761	15144	36500	12445	20623	50372	13965	21678	24109	12690	17285	34199	17503	42955	13153	26026	13525	9436	23034	22160	8980	10629	16367	29781	13159	33443	15016	43650	24749	89286	16348	67821	21519	10812	23298	32933	17763	82990	15448
Adgrl1	26072	27125	21116	24088	21895	25747	26631	21334	37890	13494	28266	27464	12985	54889	20177	26820	20088	4038	42462	19235	31958	53004	18110	31041	36997	18869	27137	56099	27552	57826	19597	43934	19865	15126	34898	34371	16507	14674	26277	53004	22427	47269	22858	41203	20790	86082	13166	23435	21594	10862	20512	28196	18480	87010	12056
Huwe1	29105	31212	28145	28468	34762	30870	35419	31516	19424	2966	30182	15470	8349	48148	18038	21208	11518	1749	50319	18411	22518	29934	21067	22923	22976	16182	30587	42337	19978	42073	24621	35230	13618	12758	41526	21864	13773	13049	34228	46483	19787	45544	22383	40479	16835	85409	15596	3644	14913	12690	21841	24839	13188	87504	10925
Mapk8ip3	26519	26484	21626	22424	22411	25741	28307	22020	28110	12761	22096	19840	11259	51417	17555	21950	16601	7413	39818	17167	25207	46988	14805	25419	28417	16326	21854	45983	20882	46721	15609	40622	18212	13985	37062	30571	14895	15230	27425	48546	22026	46520	22610	39800	19219	95146	12707	41526	20157	12009	20065	29586	15642	86112	12920
Gad2	10388	7394	7953	9437	6952	11177	12905	7244	32198	12276	26090	21578	12591	61355	19989	25370	20381	12672	54123	23193	36935	66481	25259	35715	44760	22717	38354	60940	32748	65715	27016	26109	7013	8588	16256	14938	6326	7887	11963	28280	8685	19354	10421	13417	6946	27446	4726	6738	6529	3926	7016	9952	5225	25434	4478
Gad1	18354	15227	13782	17856	12347	19493	22458	11027	44513	18274	31413	31727	17187	75488	22355	31554	28501	15986	55429	20768	34837	68705	24007	34928	44684	22290	33440	59488	33054	67884	24073	32932	13224	11669	23622	21810	9165	11145	18491	37966	13533	29911	15705	27799	13714	53021	9728	18512	14502	8192	15849	20707	11927	55276	9111
Celf2	31509	32397	24908	30131	33793	33700	35564	31347	21181	6429	27590	16119	7720	43292	19667	19546	11879	4656	38223	21026	32970	53807	22543	33413	33275	18931	34352	52238	23597	59700	25685	31985	14380	12874	31591	23604	12842	12328	25096	42876	18976	38175	21414	34779	18090	87591	14558	16007	16766	12041	22618	26898	13729	85129	12416
Syn1	27891	30591	21084	29728	21580	31583	30624	29058	20892	9733	14932	14832	8129	31597	14519	17538	13139	7454	29652	8826	16198	32226	9026	14676	16655	8515	11971	23835	12054	28926	8868	30731	17814	11525	27531	26100	13823	12652	21760	33050	19869	41493	18402	40010	23674	93952	15213	54218	20987	11160	23150	30971	17531	87992	13415
Phyhip	20022	26686	11641	24129	18866	23642	18167	18671	28607	12281	25559	22309	9535	41954	18770	20831	14837	6986	32345	17997	30143	54514	19875	30650	35880	17791	27401	51246	26935	56127	19991	26954	14005	12329	25341	25413	11735	11376	18683	37558	17256	32165	16698	33972	21645	89976	13942	50361	20459	11023	23263	29386	16221	84663	12334
Ppp2r2c	28648	28435	22184	29773	25858	31665	32505	23903	28788	12045	25722	21940	10265	45641	20046	21621	16417	8244	35934	19114	31560	61971	20384	31430	37101	19060	28495	51858	26803	59213	20969	34773	18368	14645	38595	29496	15459	14934	27286	47249	22506	47441	23416	35015	20973	90335	15091	36779	19780	10819	23208	28543	15942	85059	13062
Ptprs	23128	22613	18092	18586	20450	22734	23193	20869	26274	9558	17750	16161	8933	43663	15796	19245	14256	6731	33378	13556	21485	41503	11956	22055	25016	13366	18732	38680	18227	37624	13057	39811	16043	14033	30951	25460	12745	13440	21777	42187	18801	41840	21344	43162	18954	94075	12690	27531	21894	13057	22296	30312	17993	90462	11630
Uchl1	17665	13623	13694	13937	13196	17601	20939	15559	26744	14132	17612	19044	10585	41984	15450	19399	16890	24896	34708	11819	20877	49249	13356	19247	28001	13584	18641	35366	19109	42295	12970	29027	15861	12838	32600	22249	12776	12439	24736	34802	18280	41259	22658	27681	18345	69019	13263	99471	15879	8525	18050	21709	12641	62561	11570
Pde2a	30880	19193	25110	23244	16989	24856	33015	18833	30071	13145	30494	24680	9991	51039	20229	21878	15721	7547	35091	23564	36964	68921	23922	38166	43300	23501	34019	65232	31417	70176	24422	37062	18874	15577	39624	33168	15783	14883	29778	55363	23148	47830	24980	30430	16961	70925	10832	30496	14703	9416	16614	22388	11601	61845	10259
Gaa	20664	12691	15485	18110	16323	16739	18883	13450	38149	15500	21945	24970	12663	58195	18629	30490	19761	13733	49055	21779	32267	59252	20356	30740	38941	19041	28460	61024	28862	51044	18653	43576	12714	12973	26787	23641	12083	11968	18989	35657	13646	33768	18600	38452	17158	77497	11443	42445	20514	10396	18084	24644	15655	73359	10721
Mdh1	31531	25431	24718	28808	25832	32536	38340	25934	40449	21872	30374	27806	14586	62063	21606	28031	23501	20236	48130	22097	35577	72421	22752	31878	41011	21523	29576	55615	29600	63904	21510	38715	19516	13412	37798	32406	13355	16160	27115	51165	19689	41846	23635	38154	22909	77527	15451	55378	18526	10107	23297	30189	14929	75543	14095
Kalrn	28184	35368	19612	28795	29604	29842	27671	22391	12639	4392	17690	11507	5383	29426	13332	12563	9081	2736	26081	12252	17701	28829	12708	20178	18380	12066	20465	33332	13719	36908	13061	31470	15747	11632	33119	25419	13073	12372	24391	40032	19816	39584	19293	35053	18996	86101	14750	24497	20202	11400	23405	28915	15984	96203	13924
Stx1b	31364	31316	28446	33054	25031	36442	39686	26565	40440	15641	27736	28393	15105	62243	22838	29192	23861	14185	47582	15917	27846	58448	18596	27613	35087	17718	24323	48676	25351	57383	18472	36272	20772	15585	37856	32207	16322	16507	27368	46619	23918	53400	23896	38754	21970	85261	15314	42955	21036	10644	23547	28405	16770	83226	13422
Aplp2	29403	26373	20108	28866	31933	29612	31462	23368	33010	14966	28102	24557	12274	57513	21279	25005	19915	16254	45755	19585	32624	64924	22293	29503	38651	22330	30116	53538	28016	65157	21996	39029	20372	16733	41447	32419	16722	17470	31453	54047	23469	51464	26384	34280	19182	81330	14136	34183	18792	10711	22827	25510	15383	78896	13179
Ppp2r1a	22062	20294	15727	22233	22113	23931	26010	20371	29790	15295	22967	21663	10855	45436	16787	21993	17138	17027	36214	15584	27833	57346	16160	23680	32478	16343	22785	44041	24392	49458	16427	32524	17810	13305	33328	26250	13015	13217	24882	42837	18755	41130	21547	35128	22738	80778	14329	77363	18202	9908	22317	26202	16315	76143	12557
Cd74	763	27361	38147	37425	80113	47364	42258	40201	309	237	220	249	145	503	204	207	270	204	387	33	63	130	35	49	101	349	52	209	82	256	42	114	75	42	154	66	62	126	95	109	47	154	74	111	50	129	18	680	473	32	78	83	359	184	46
Myo5a	37610	35996	33533	37773	34261	41693	50185	38034	24822	8518	29225	18416	10893	52526	20772	23658	16986	5916	46014	16642	27757	46446	20224	27717	28443	16836	25207	43208	19214	50071	19668	36392	18883	13569	39603	28699	16838	15096	29819	48403	23263	46653	23614	37673	19013	80354	14222	12739	18524	10946	21655	28276	15276	81896	13142
Cpne7	15675	7820	14513	6972	7866	11527	15658	19475	4351	1443	2609	2764	2206	8159	3458	4228	3524	4657	9166	1062	2049	4990	827	1396	2545	1056	1344	3279	1886	3317	669	6717	1916	1768	3213	1853	1741	1111	3032	3849	2379	4990	3616	43725	17229	72967	11952	57193	16175	12179	17367	27739	13275	71096	13113
Atp2b2	21096	27915	15643	26696	20720	24801	23775	17528	39398	14721	38211	30524	13136	65699	22569	26993	21219	6481	42123	21172	35017	60774	25556	36297	38714	22794	33217	61151	27990	73170	25414	35837	16265	13122	31767	31678	12581	15450	21117	45040	18519	42909	16732	24474	12868	58155	9146	17011	13545	6954	14667	18133	11069	58703	7957
Tpi1	27058	22754	24210	24570	23790	29356	35453	27340	29720	14703	19999	20402	10846	41698	16465	20879	17610	18040	33326	11953	22568	48479	13089	19474	28326	13215	18376	35431	20486	40153	13097	27232	15131	11063	28737	20615	11611	11181	20427	33296	16766	35426	18747	34244	22109	78497	14298	88591	18895	9291	21993	26524	15609	72027	13020
Rasgrf1	24540	30338	18042	29273	23875	28951	27047	24977	26613	12018	18950	17363	9805	44924	14878	19142	15963	8134	34945	13806	21119	41715	13328	19506	27029	13006	19971	37308	19889	40329	13570	27290	12035	9548	21867	18514	9901	8967	17608	27971	14436	27872	15512	39863	20873	90178	15485	40695	20720	11633	23966	29496	16861	89167	13524
Celf4	33112	20409	25556	23318	21561	28581	33021	19213	21149	8175	20254	15936	8223	36050	17748	17421	13272	7162	35264	19443	30879	59586	19961	28076	36935	18918	28683	49869	27524	56304	21056	33901	17448	14689	35606	25971	15197	14103	27860	41667	22036	44690	23919	35453	19558	86787	14758	21929	18604	11720	22981	27311	15238	79060	12297
Ptms	20369	19601	16345	21117	20233	25087	24246	16766	30357	14902	18402	20530	9614	41069	16709	19591	15159	16841	24789	13300	23355	59394	15586	21900	35211	15671	19640	39855	24819	49350	14581	24271	14037	13988	25236	22408	10969	13030	18426	35961	15567	42155	19054	29584	17482	66673	13386	90261	17582	8558	19909	22342	14073	63483	10906
Cacna1e	30962	32464	19959	29036	21368	24038	30031	20839	17044	4504	24932	13366	8002	43066	19609	17581	11015	3360	40211	17202	27452	40913	18766	27121	25746	16243	27526	45053	17989	48756	20329	33419	13577	11489	28952	22592	12146	12079	21408	40209	17386	39364	18265	29528	16087	85983	11448	13320	14471	9274	19955	22325	12007	81186	9648
Tppp	28272	30574	24203	28836	23006	29767	32575	24830	19998	7899	20181	16317	8764	37931	17655	19461	14477	7922	35326	13151	20581	35455	12911	19305	24402	11981	18069	33653	16455	36247	14773	42275	18630	14419	47591	27356	19116	15229	36270	54461	27116	48710	24048	34344	18668	87094	14065	17127	17024	9544	21670	27337	14136	81358	11032
Tmod2	36987	38843	30665	39067	35413	43377	44841	40675	19991	7049	21714	16116	8598	41443	16635	19180	14162	6761	37319	12536	20064	33211	14316	19861	22318	12784	20412	35315	16677	36308	14310	30739	16025	11635	38113	21732	14828	12549	29238	44710	21784	39965	21081	35383	19059	82783	14088	13782	18427	10619	21868	28291	14833	81573	12689
Map4	25081	29698	22382	32727	32925	34347	33782	34638	27867	12823	20438	20940	12009	48137	14674	21668	18888	14908	35228	13225	22991	43571	14940	21429	28989	14605	19493	40359	21201	42269	14037	34878	18463	14074	42462	25436	17701	14422	32830	54873	25152	47477	21975	40229	22187	86498	15045	31596	22204	11072	22401	31586	17859	85059	14187
Tspyl4	35105	27763	24322	35825	31392	38571	40749	25034	34011	19693	23220	23205	12797	52270	18494	26164	20349	27755	45665	16212	26947	54322	15994	23589	30468	15205	22009	45530	22171	43601	15282	37677	18917	12842	34611	27234	13105	13825	25420	45409	19407	41408	23404	37208	22938	82033	16101	65220	19969	10694	25433	31302	16035	77922	14926
Mapt	23132	23854	19493	22151	20656	24803	27962	21685	26386	9665	21823	19956	11626	49873	18092	22479	18597	9284	42590	13763	21567	37895	14884	21387	23663	13643	19713	37624	17613	39773	15581	38895	16934	15031	41200	25410	17221	15781	30890	46392	23660	44918	25344	38489	19566	86854	14825	20010	18995	10497	22836	26271	15033	84462	12397
Nefl	13932	24694	9557	21933	22315	21915	15142	28994	24304	11356	14742	15171	9738	39666	11956	17107	16029	12043	27138	6677	14207	29668	8213	12412	13319	7158	10432	17946	9703	23461	7412	15715	8550	6281	15589	15216	6510	7502	11237	20182	9463	20341	9732	35324	22151	89370	15601	48627	19382	9485	22104	28852	15697	77416	13426
Ptpn5	7797	7014	6797	5555	7703	8683	7476	5777	24630	10322	23222	19953	7650	44590	15025	17283	12279	5433	25842	22379	33636	63824	21990	36467	42736	22614	31300	60083	30813	66750	21877	21286	7446	9787	18840	20919	6970	8815	12339	36349	10566	23974	11282	11622	5707	26579	3550	10867	5120	3389	6556	7461	4307	25833	3330
Selenow	14208	18003	15796	14226	15836	17911	21178	20218	23360	11903	16781	15900	7741	31181	11625	13561	12216	14719	20981	8698	16472	37154	11032	15069	22239	10862	14540	27251	15976	34523	10417	15915	8836	7619	20192	13052	7254	7697	13582	23841	10475	24528	12006	20908	14377	59322	11001	102155	13447	6115	15614	17570	11029	52794	8773
Pnma8b	24996	23434	14361	28601	24003	30490	23123	14352	31345	13463	17113	22345	13321	47776	16973	27206	20869	21748	44179	18525	30482	66141	16365	27358	44474	16922	24993	51919	32555	51594	16629	29891	14022	11728	22686	21067	11346	9900	18087	33009	16591	31157	16166	33200	19997	72843	12112	51011	19433	10731	19764	25729	15734	72747	10557
Pcsk1n	17729	16686	16161	19612	14805	22786	25058	12147	32281	16842	18870	22537	12067	45022	14232	21570	19115	28559	33449	12333	21476	49600	13680	19942	30431	13855	18440	37370	22020	43393	12090	23312	12039	9841	24049	19211	10196	9701	17650	31170	14679	32018	14554	22744	14147	52508	9366	97916	13929	6817	13383	16376	11382	50847	8624
Arhgef9	18952	19242	12514	18077	18219	19534	18257	18833	23473	8942	30935	22230	9546	52095	20841	18370	15553	5631	38601	19972	26973	53361	22394	27792	35150	20179	32970	48674	23634	61839	25405	21885	10342	9624	26694	19855	10651	11367	20757	36228	15561	31629	16874	30129	15649	74351	11687	13697	16187	8390	20786	22725	11889	71767	9597
Mical2	11369	18029	9997	13378	14649	15817	12848	16008	3946	1431	3724	3290	1619	6990	3751	4057	2562	2168	6280	2054	4333	10578	2137	4089	3843	2477	2823	5694	2815	8105	2137	11360	6970	4758	12290	10469	5436	5457	8538	11972	8337	19368	8294	28731	16263	74239	11326	63191	16079	9277	17869	22837	12474	70953	10642
Sez6	14221	6024	11943	9166	6137	11333	14768	8503	24632	9643	21808	18136	6981	37754	13936	15869	12374	3804	24057	23836	37947	65233	21436	36640	44417	21654	30608	64858	31497	62769	24286	28240	12658	10979	25913	27136	11556	11321	18731	47527	17964	33888	16685	18903	9364	32772	4668	14508	7894	4300	6703	11740	6510	35568	5460
Nedd4	31863	29246	23409	33294	52234	36597	35587	26231	26227	10147	26238	20989	10920	49810	21008	24786	17591	8125	47287	19117	29986	54997	21152	27645	36893	19007	30963	48905	25464	54351	21281	38139	17783	15439	39225	28041	15315	14963	29882	52625	21790	44388	25382	32512	18012	72875	13478	15664	17905	9997	20900	25473	14505	74474	11322
Eif4a2	33859	29459	25186	34607	37357	38116	39525	28482	28799	13271	25529	21506	10940	50660	18604	21712	17609	19365	43160	18101	30693	61427	20695	27382	36388	18352	28370	47492	26186	55077	19591	33771	17505	13461	37453	25486	13911	13974	27899	44065	20023	41983	24081	34422	21015	80765	16091	38020	18402	11210	24354	28793	15099	78647	13842
Srgap3	25956	25379	17796	26740	22740	26753	26158	26512	15977	5769	14433	10987	6258	28916	12074	14153	10241	4587	26362	9628	16206	28280	10614	15181	18275	9464	15587	27603	13254	29520	10515	22358	10584	8946	19366	15369	8699	7360	15232	25224	12634	25481	14373	38762	20045	88514	14267	23231	19702	11099	20595	28431	15903	85579	13201
Tcf4	29990	28423	22689	34102	28388	31347	35970	25437	5295	1853	7589	4945	2938	12732	6380	8195	4999	2307	11803	4627	7724	12155	5248	6348	7497	4520	6321	11327	5643	15036	5568	14678	9446	7374	21891	10394	9652	7269	16785	25205	14550	20521	14522	34879	15623	75796	11626	9184	17393	10202	18922	23318	14569	79655	12402
Prkacb	34702	23076	20713	33543	27915	31836	33806	16182	30473	11558	32038	24620	13500	62739	26158	29769	22095	14099	57281	20199	33308	61568	25128	33870	44634	21955	36121	58493	33101	63511	24670	33752	18590	14961	39316	29638	16453	14605	29205	49009	23899	44569	21994	27491	15251	59203	10750	14381	15634	8988	18182	20767	11441	57658	8691
Rasgrp1	21410	27759	25153	18143	16774	29459	31261	30869	24069	9091	29336	18731	7899	40746	21026	18270	12569	5247	32143	18823	31627	55470	22644	31585	33902	19869	29828	48986	24639	59518	21854	27663	17524	11774	34152	29584	13477	14547	24687	44634	19742	40645	19016	27978	19756	78776	12714	21161	14776	8323	17294	22708	12002	72964	11343
Pea15a	31424	26246	24185	33917	34691	35202	37549	31974	23230	11276	15418	16017	10115	36967	14268	21376	16381	14874	32833	12843	20363	43177	12102	18461	28369	12109	18198	35255	20434	34336	11634	30627	17202	12848	35515	22149	14850	11662	27563	43915	21311	38648	22402	36873	22842	81756	14325	57958	19796	11402	23169	28941	15907	79565	13326
Slc6a1	29329	21437	20395	25500	23081	28577	31613	16648	33722	13391	23057	22384	12419	53764	16062	24306	20063	11779	43028	17954	30136	54384	17147	28622	35738	18189	25856	53163	26053	50360	17773	34205	13623	12629	28808	23816	11687	11756	21828	42290	16976	35916	18084	41014	19592	74328	13084	21541	21917	11461	20198	30114	17256	77559	11824
Gnb1	31580	33451	30297	36710	35365	40776	40560	36425	29149	10710	24529	21786	11820	49776	18331	22695	18743	10277	38197	15426	27158	47458	15139	24880	30757	15877	23686	44071	22711	47241	16232	39134	18712	12765	38620	29899	15673	14468	28434	51737	22372	42158	22601	35868	19947	77446	13343	28126	19277	10386	20530	27695	16605	78341	11629
Jph4	22616	19907	16416	20275	17640	24636	20711	12785	24903	10547	19435	18965	8477	37358	14608	17454	13624	6715	27016	18364	27805	54738	16472	27803	35997	17087	24210	48617	26073	50657	17475	25519	12692	10784	24327	21527	10711	9802	17838	34767	15648	32243	15813	33171	18351	76203	12426	38339	19422	10888	20472	26352	15771	79135	11711
Hnrnpa2b1	27643	25394	23702	29990	38451	32199	35462	27687	25428	12408	21708	17746	9097	45882	17356	20728	14518	16568	38250	19079	31419	62129	20254	27098	35792	18675	27782	46627	26486	53981	19842	39902	19196	15436	40512	25656	14485	16967	30667	55201	20863	47292	28272	31341	17473	73543	13912	34651	15926	10162	22451	26274	12636	72206	13459
Ngef	9141	5312	7260	7819	4891	8444	10107	2624	30711	15333	24877	23635	9127	45567	16493	18198	14142	8013	26863	20275	31916	61767	20441	31696	40650	20450	28198	54748	29203	63416	20157	24039	11824	10451	24041	26139	9666	11825	16599	40276	14170	29979	13225	6353	4035	14498	2191	12985	3241	1844	4120	4799	2733	14389	2051
Rnf112	9200	17060	9282	8568	13289	13688	9151	14785	14647	5924	13795	12142	5026	27051	10634	10429	7846	5633	19982	11391	16726	35965	10082	18929	19724	11383	14271	31030	14495	33543	10175	17676	8582	6644	16577	17061	6505	7834	11313	25179	9473	24641	11129	27195	13733	83375	12000	46701	15826	11305	19223	22152	12495	75747	9335
